Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
483,426.165,1,52667.8220861862,52569.188999999984
484,426.235,7,52676.473072414614,52574.78899999998
485,426.235,5,52676.473072414614,52574.78899999998
486,426.255,7,52678.94478276559,52576.46899999998
487,426.21,0,52673.383434475894,52573.048999999985
488,426.255,3,52678.94478276559,52576.46899999998
489,426.237,1,52676.720243449716,52574.974999999984
490,426.255,7,52678.94478276559,52576.50499999998
491,426.255,1,52678.94478276559,52576.50499999998
492,426.255,7,52678.94478276559,52576.504999999976
493,426.255,7,52678.94478276559,52576.50499999998
494,426.3,3,52684.50613105529,52579.42999999998
495,426.305,7,52685.12405864303,52579.794999999984
496,426.385,5,52695.01090004693,52585.07499999998
497,426.305,7,52685.12405864303,52578.67499999998
498,426.405,0,52697.48261039791,52585.87499999997
499,426.225,7,52675.237217239126,52572.91499999998
500,426.3,3,52684.50613105529,52577.78999999998
501,426.385,7,52695.01090004693,52583.99499999998
502,426.405,7,52697.48261039791,52585.31499999997
503,426.415,7,52698.7184655734,52585.91499999998
504,426.295,5,52683.88820346755,52579.43499999998
505,426.415,7,52698.7184655734,52587.95499999998
506,426.415,7,52698.7184655734,52587.95499999998
507,426.39,6,52695.628827634675,52586.504999999976
508,426.38,7,52694.392972459194,52585.94499999998
509,426.395,4,52696.24675522242,52586.70999999998
510,426.405,9,52697.48261039791,52587.35999999998
511,426.375,4,52693.77504487145,52585.79999999998
512,426.365,5,52692.53918969596,52585.139999999985
513,426.375,10,52693.77504487145,52585.93999999998
514,426.345,5,52690.06747934499,52584.139999999985
515,426.365,7,52692.53918969596,52585.639999999985
516,426.365,7,52692.53918969596,52585.639999999985
517,426.345,7,52690.06747934499,52584.39999999998
518,426.355,7,52691.303334520475,52584.95999999998
519,426.405,7,52697.48261039791,52587.50999999998
520,426.405,7,52697.48261039791,52587.50999999998
521,426.355,0,52691.303334520475,52585.40999999999
522,426.355,3,52691.303334520475,52585.40999999999
523,426.395,2,52696.24675522242,52587.56999999998
524,426.395,10,52696.24675522242,52587.56999999998
525,426.395,3,52696.24675522242,52587.56999999998
526,426.385,8,52695.01090004693,52587.00999999998
527,426.405,2,52697.48261039791,52587.96999999999
528,426.385,5,52695.01090004693,52586.86999999998
529,426.405,1,52697.48261039791,52588.30999999998
530,426.38,8,52694.392972459194,52586.459999999985
531,426.38,5,52694.392972459194,52586.459999999985
532,426.405,8,52697.48261039791,52588.40999999998
533,426.38,8,52694.392972459194,52586.734999999986
534,426.405,8,52697.48261039791,52588.15999999999
535,426.405,9,52697.48261039791,52588.15999999999
536,426.365,8,52692.53918969596,52586.55999999998
537,426.365,8,52692.53918969596,52586.55999999998
538,426.355,8,52691.303334520475,52586.26999999998
539,426.345,8,52690.06747934499,52586.01999999998
540,426.365,8,52692.53918969596,52586.459999999985
541,426.335,8,52688.83162416949,52585.889999999985
542,426.325,8,52687.595768994004,52585.71999999999
543,426.325,8,52687.595768994004,52585.71999999999
544,426.285,8,52682.65234829206,52585.19999999999
545,426.3,3,52684.50613105529,52585.37999999999
546,426.335,8,52688.83162416949,52586.359999999986
547,426.315,4,52686.359913818516,52585.87999999998
548,426.305,8,52685.12405864303,52585.44999999998
549,426.305,6,52685.12405864303,52585.44999999998
550,426.335,8,52688.83162416949,52586.529999999984
551,426.315,2,52686.359913818516,52585.90999999999
